id,title,year,reference,authors,keywords,format
2375,"Ornithological results of the Scottish National Antarctic Expedition 3. on the birds of Weddell and adjacent seas, Antarctic Ocean.",1907,"Ibis, Series 9 (1), pp. 325-349.","Clarke, W.E.",,Scientific Paper
2376,Ornithological results of the Scottish National Antarctic Expedition 5. on the birds of the South Orkney Islands.,1915,"Report on the Scientific Results of the Scottish National Antarctic Expedition Zoology, 4, pp. 219-247","Clarke, W.E.",,Scientific Paper
2377,"Ornithology of the Scottish National Antarctic Expedition 9. on the birds of Gough Island, South Atlantic Ocean.",1915,"Report on the Scientific Results of the Scottish National Antarctic Expedition Zoology, 4, pp. 277-289.","Clarke, W.E.",,Scientific Paper
2378,Mallophaga (Biting Lice) and Anoplura (Sucking Lice) Part 1:  Austrogonoides (Mallophaga) on Penguins (Sphenisciformes),1967,"Antarctic Research Series, 10, pp. 149-155.","Clay, T.",,Scientific Paper
2379,Wild Life in the Falkland Islands,1910,"London, Gowan's Nature Books.","Cobb, A.F.",,Scientific Paper
2380,Birds of the Falkland Islands.,1933,"London, 88 pp.","Cobb, A.F.",,Scientific Paper
2381,Ecological aspects of reproduction.,1971,"Farmer, D.S., King, J. & Parkes, K.C. (eds.) Avian Biology,  Vol. 1., New York-London,  Academic Press,  pp. 462-512.","Cody, M.L.",,Scientific Paper
2382,The Royal Penguin in Australian Waters.,1950,"Emu, 50, pp. 59-61.","Condon, H.T.",,Scientific Paper
2383,The seasonal occurrence and behaviour of Killer Whales Orcinus Orca at Marion Island.,1978,"Journal of Zoology (London), 184, p. 449-464..","Condy, P.R., Van Aarde, R.J., Bester, M.N.",,Scientific Paper
2384,Recent increases in Penguin Populations in the Antarctic and Subantarctic.,1975,"In: Stonehouse, B. (ed) The Biology of Penguins. London, Macmillan, pp. 321-336.","Conroy, J.W.H.",,Scientific Paper
2385,Diving depths of the Gentoo Penguin (Pygoscelis Papua) and the blue-eyed shag (Phalacrocorax Atriceps) from the South Orkney Islands.,1972,"British Antarctic Survey Bulletin, 30, pp. 106-107.","Conroy, J.W.H., Twelves, E.L.",,Scientific Paper
2386,The breeding status of the King Penguin (Aptenodytes Patagonica),1973,"British Antarctic Survey Bulletin, 32, pp. 31-40.","Conroy, J.W.H., White, M.G.",,Scientific Paper
2387,The penguin metropolis of Punto Tombo.,1965,"Animal Kingdom, 68, pp. 115-123.","Conway, W.G.",,Scientific Paper
2388,Predation on Penguins at Punto Tombo.,1971,"Animal Kingdom, 74, pp. 2-8.","Conway, W.G.",,Scientific Paper
2389,Summer Distribution of Pelagic Birds off the coast of Argentina.,1972,"Ibis, 114, pp. 245-251.","Cooke, F., Mills, E.L.",,Scientific Paper
2390,First Definite Record of the King Penguin for Continental Africa.,1978,"Ostrich, 49, pp.45. ","Cooper, J.",,Scientific Paper
2391,Rockhopper Penguin Ashore in South Africa: Twenty-First Record.,1978,"Cormorant, 4, pp. 30.","Cooper, J.",,Scientific Paper
2392,Second Record of the Macaroni Penguin Ashore in South Africa.,1979,"Cormorant, 6, pp.35.","Cooper, J.",,Scientific Paper
2393,New data on rarely recorded seabirds in Southern Africa:  Rockhopper Penguin and Macaroni Penguin.,1980,"Cormorant, 8, pp. 101-102.","Cooper, J.",,Scientific Paper
2394,New data on rarely recorded seabirds in Southern Africa:  Rockhopper Penguin Eudyptes Chrysocome.,1982,"Cormorant, 10, pp. 55.","Cooper, J.",,Scientific Paper
2395,New data on rarely recorded seabirds in Southern Africa:  Macaroni Penguin Eudyptes Chrysolophus,1983,"Cormorant, 11, pp. 67.","Cooper, J.",,Scientific Paper
2396,"Rarely reported seabirds at the Prince Edwards Islands, June 1981-Nov 1983.",1984,"Cormorant, 12.","Cooper, J.",,Scientific Paper
2397,"Prey from three chinstrap penguins Pygoscelis Antarctica at Bouvet Island, December 1982.",0,South African Journal of Antarctic Research.,"Cooper, J., Enticott, J.W., Hecht, T.",,Scientific Paper
2398,The design of stainless steel flipper bands for penguins.,1981,"Ostrich, 52, pp. 119-123.","Cooper, J., Morant, P.D.",,Scientific Paper
2399,Seasonal and Spatial distribution of Rockhopper Penguins ashore in Southern Africa.,1978,"Ostrich, 49, pp. 40-44.","Cooper, J., Ross, G.J.B., Shaughnessy, P.D.",,Scientific Paper
2400,An extension of range of the Rockhopper Penguins Eudyptes Crestatus.,1965,"Ostrich, 36, pp. 95.","Cooper, J.",,Scientific Paper
2401,Additional records of birds from Wilson's Promontory.,1970,"Australian Bird Watcher, 3, pp. 239-245.","Cooper, R.P.",,Scientific Paper
2402,Food digestion and energy consumption experiments on a King Penguin Aptenodytes Patagonicus.,1983,"British Antarctic Survey Bulletin, 58, pp. 83-87.","Copestake, P.G., Croxall, J.P., Prince, P.A.",,Scientific Paper
2403,"Les Oiseaux de la Baie de l'Esperance, Peninsule Antarctique (63.24'S  56.59'W)",1983,"L'Oiseau et R.F.O., 53, pp. 143-176.","Cordier, J.R., Mendez, A., Mougin, J.L., Visbeek, G.",,Scientific Paper
2404,"The exploitation of wild birds for their eggs, Part 1.",1953,"Ibis, 95, pp. 409-449.","Cott, H.B.",,Scientific Paper
2405,Material for a monograph of the spheniscidae.,1872,"Proceedings Academy Natural Sciences Philadelphia, pp. 170-212.","Coues, E.",,Scientific Paper
2406,A modified penguin stomach tube ,1983,"Corella, 7, pp. 59-61.","Cowan, A.N.",,Scientific Paper
2407,"Continental drift, paleoclimatology, and the evolution and biogeography of birds.",1973,"Journal of Zoology (London), 169, p. 455-545.","Cracraft, J.",,Scientific Paper
2408,"The Birds of Marion Island, South Indian Ocean",1952,"Emu, 52, pp.73-85.","Crawford, A.B.",,Scientific Paper
2409,The birds of Tierra del Fuego,1907,"London : B. Quaritch, 185 pp.","Crayshaw, R.",,Scientific Paper
2410,"Captain J.W. Robinson's narrative of a sealing voyage to Heard Island, 1858-1860.",1970,"Polar Record,  15, pp. 301-316.","Crowther, W.E.L.H.",,Scientific Paper
2411,Aspects of the population demography of Antarctic and Subantarctic Seabirds,1982,"Comité National Francais des Recherches Antarctiques, 51, pp. 479-488.","Croxall, J.P.",,Scientific Paper
2412,Energy costs of incubation and moult in petrels and penguins.,1982,"Journal of Animal Ecology, 51, p. 177-194.","Croxall, J.P.",,Scientific Paper
2413,Seabirds.,1984,"Laws, R.M. ed. Antarctic Ecology, vol 2, London, Academic Press, pp. 533-619.","Croxall, J.P.",,Scientific Paper
2414,Penguin,1985,"In: Campbell, B, and Lack, E. (eds.)  A Dictionary Of Birds. Calton, Staffordshire,  T & AD Poyser.","Croxall, J.P.",,Scientific Paper
2415,"Food of Chinstrap Penguins Pygoscelis Antarctica and Macaroni Penguins Eudyptes Chrysolophus at Elephant Island, South Shetland Islands",1980,"Ibis, 122, pp. 237-245.","Croxall, J.P., Furse, J.R.",,Scientific Paper
2416,The distribution of penguins on the Antarctic Peninsula and the Islands of the Scotia Sea.,1979,"Cambridge, Up, British Antarctic Survey,  186 pp.","Croxall J.P, Kirkwood, E.D.",,Scientific Paper
2417,The status and conservation of seabirds at the Falkland Islands,1984,"In: Croxall, J.P., Evans, P.G.H. Schreiber, R.W. (eds.) Status and conservation of the world’s seabirds. Cambridge International Council for bird preservation, pp.271-291. ","Croxall, J.P., Mcinnes, S.J., Prince, P.A.",,Scientific Paper
2418,Antarctic Seabird and Seal Monitoring Studies.,1979,"Polar Record, 19, pp. 573-595.","Croxhall, J.P., Prince, P.A.",,Scientific Paper
2419,The food of Gentoo Penguins Pygoscelis Papua and Macaroni Penguins Eudyptes Chrysolophus at South Georgia.,1980,"Ibis, 122, pp. 245-253.","Croxhall, J.P., Prince, P.A.",,Scientific Paper
2420,"Food, feeding ecology and ecological segregation of seabirds at South Georgia.",1980,"Biological Journal of the Linnean Society, 14, p. 103-131.","Croxhall, J.P., Prince, P.A.",,Scientific Paper
2421,A preliminary assessment of the impact of seabirds on marine resources at South Georgia.,1982,"Comité National Francais des Recherches Antarctiques, 51, pp.501-509.","Croxall, J.P., Prince, P.A.",,Scientific Paper
2422,Antarctic Penguins and Albatrosses. ,1983,"Oceanus, 26, pp. 18-72. ","Croxall, J.P., Prince, P.A.",,Scientific Paper
2423,"The diet of the Southern Rockhopper Penguin Eudyptes Chrysocome at Beauschene Island, Falkland Islands",0,Journal of Zoology (London).,"Croxall, J.P., Prince, P.A., Baird, A., Ward, P.",,Scientific Paper
2424,"The Seabirds of the Antarctic Peninsula, Islands of the Scotia Arc and Antarctic Continent between 80°W and 20°W: their Status and Conservation.",1984,"In: Croxall, J.P.,  Evans, P.G.H. and Schreiber, R.W. (eds.)  Status and Conservation of the World’s Seabirds, Cambridge, International Council for Bird Preservation,  pp. 637-666.","Croxall, J.P., Prince, P.A., Hunter, I., Mcinnes, S.J., Copestake, P.G.",,Scientific Paper
2425,"Relationships between prey life-cycles and the extent, nature and timing of seal and seabird predation in the Scotia Sea.",1985,"In: Siegfried, W.R, Condy, P. &  Laws, R.M.  (eds.)  Nutrient cycling and food webs in the Antarctic: the proceedings of the fourth scar symposium on Antarctic biology. Berlin, Springer-Verlag.","Croxall, J.P., Prince, P.A., Ricketts, C.",,Scientific Paper
2426,"The impact of seabirds on marine resources, especially Krill, at South Georgia.",1984,"In: Whittow, G.C. & Rahn, H. (eds.) Seabird Energetics,  New York, Plenum, pp. 285-318. ","Croxall, J.P., Ricketts, C., Prince, P.A.",,Scientific Paper
2427,"Increases in Penguin Populations at Signy Island, South Orkney Islands",1981,"British Antarctic Survey Bulletin, 54, pp. 47-56.","Croxall, J.P., Rootes, D.M., Price, R.A.",,Scientific Paper
2428,Occurrence of Adrenaline and Noradrenaline Cells in the Adrenal Gland of  the Gentoo penguin (Pygoscelis Papua).,1970,"Experientia, 26, pp. 416-417.","Cuello, A.C.",,Scientific Paper
2429,"Las Aves del Uruguay, Lista Sistematica Distribucion y Notas.",1962,"Comunicaciones Zoologicas del Museo de Historia Natural de Montevideo, 6, pp. 1-191.","Cuello, J., Gerzenstein, E.",,Scientific Paper
2430,Macquarie Island.,1968,"Australia: Antarctic Division, Department of External Affairs, 380 pp.","Cumpston, J.S.",,Scientific Paper
2431,Notes on the Natural History of the straits of Magellan.,1871,"Edinburgh, Edmonston & Douglas.","Cunninghan, R.0.",,Scientific Paper
2432,Los Pinguinos de La Costas y Islas de Los Mares Argentinos.,1920,"El Hornero, 2, pp. 1-9.","Dabbene, R.",,Scientific Paper
2433,"Notas faunisticas y bioecologias eninsula values y Patagonia 15. Estudio bioecologico inicial de esfiniscidos visitantes y colonizadoz de Peninsula Valdez Costas Aledanas (Prov. Chubut, Argentina)",1976,"Physis, C35, pp. 43-56.","Daciuk, J.",,Scientific Paper
2434,"Notas faunisticas y bioecologicas de peninsula values y Patagonia 19, pinguinos que nidifican y Arriban en sus migraciones a las costas de Santa Cruz y Islas Malvinas (Aves, Spheniscidae) ",1976,"Neotropica, 68, pp. 87-92.","Daciuk, J.",,Scientific Paper
2435,"Notas faunisticas y bioecologicas de peninsula values y Patagonia 5, Anillado de Aves en el litoral maritimo Patagonico para estudios del comportamie nto migratorio (Provincias del Chubut y Santa Cruz, Argentina)",1977,"El Hornero, 11, pp. 349-360.","Daciuk, J.",,Scientific Paper
2436,"Notas faunisticas y bioecologicas de peninsula values y Patagonia  6.  Observations sobre areas de nidificacion de la Avifauna del litoral maritimo pa tagonico (Provincias del Chubut y Santa Cruz, Argentina) ",1977,"El Hornero, 11, pp. 361-376.","Daciuk, J.",,Scientific Paper
2437,"Notas faunisticas y bioecologicas de peninsula values y Patagonia  16. Estudio etologico en el habitat (comportamiento colonial, cabiologico, sexologico y parental) de spheniscus Magellanicus (L.R. Forster, 1781) en Bahia Janssen, Punta Tombo y Punta Clara, Chubut, Argentina.",1983,"El Hornero No. Extraordinario, pp. 218-244.","Daciuk, J.",,Scientific Paper
2438,"Au pays des glaces et du blizzard, la rude existence des Manchots de l'Antarctique.",1961,"Nature, Paris 3316, pp. 321-332.","Dajoz, R.",,Scientific Paper
2439,First New Zealand record of the Gentoo Penguin (Pygoscelis Papua),1973,"Notornis, 20, pp. 28-30.","Darby, J.T., Wright, A.W.",,Scientific Paper
2440,Behaviour Studies on Antarctic Animals,1964,"In: Carrick, R., Holdgate, M.W., Prevost, J. (eds.)  Biologie Antarctique: Antarctic Biology.  Paris, Hermann, pp. 395-400.","Davies, S.J.J.F.",,Scientific Paper
2441,Keeping Penguins in Captivity: The Penguin Paradox.,1967,"International Zoo Yearbook, 7, pp. 3-11.","Davies, D.G.",,Scientific Paper
2442,Water flux and estimated metabolism of free-ranging Gentoo and Macaroni Penguins at South Georgia.,1983,"Polar Biology, 2, pp. 41-46.","Davis, R.W., Kooyman, G.L., Croxall, J.P.",,Scientific Paper
2443,"Penguins, the clowns of the Southern Hemisphere.",1964,"Nat. En Tech., 32, pp. 278-285.","De Jong, M.",,Scientific Paper
2444,La faune de iles Saint Paul et Amsterdam,1932,"Terre Vie, pp. 642-662. ","De La Rue, E.A.",,Scientific Paper
2445,A Guide to the Birds of South America.,1970,Philadelphia: Academy of Natural Sciences of Philadelphia.,"De Schauensee, R.M.",,Scientific Paper
2446,On the moulting of the King Penguin.,1898,"Proceedings of the Zoological Society of London, pp. 900-902.","De Winton, W.E.",,Scientific Paper
2447,Keeping and Breeding Penguins at Amsterdam Zoo.,1967,"International Zoo Yearbook, 7, pp. 25-27.","Dekker, D.",,Scientific Paper
2448,Encounters with Leopard Seals (Hydrurga Leptonyx) along the Antarctic Peninsula,1975,"Antarctic Journal of the United States., 10, pp. 85-91.","Delaca, T.E., Lipps, J.H., Zumwalt, G.S.",,Scientific Paper
2449,Le Chant du Manchot Royal (Aptenodytes Patagonica) et sa signification evolutive.,1979,"Gerfaut, 6, p. 211-224.","Derenne, M., Jouventin, P., Mougin, J.L.",,Scientific Paper
2450,L' Avifaune de L' Archipel Kerguelen,1974,"Comité National Francais des Recherches Antarctiques, 33, pp.57-88.","Derenne, P., Lufberry, J.X., Tollu, B.",,Scientific Paper
2451,"Les Oiseaux de L'ile Aux Cochons, Archipel Crozet (46.06’S, 50.14’E)",1976,"Comité National Francais des Recherches Antarctiques, 40, pp.107-145.","Derenne, P., Mougin, J.L., Steinberg, C., Voisin, J.F.",,Scientific Paper
2452,Note Preliminaire Sue Le Manchot Papou Pygoscellis Papua de l'Ile de la possession (Archipel Crozet),1972,"L'Oiseau et R.F.O., 48, pp. 151-158.","Despin, B.",,Scientific Paper
2453,"Oiseaux et Mammiferes de l'ile de l'est Archipel Crozet (46.25's, 52.12'e)",1972,"Comité National Francais des Recherches Antarctiques, 31, pp.1-106.","Despin, B., Mougin, J.L., Segonzac, M.",,Scientific Paper
2454,Midsummer Seabird distribution in the Chilean Fiords.,1978,"Gerfaut, 68, pp. 577-588.","Devillers, P., Terschuren, J.A.",,Scientific Paper
2455,Notas sobre acaros rinonissideas de aves Brasileiras (Mesostigmata-Rhinonyssidae),1974,"Biologico, 40, pp. 52-56.","Do Amaral, V., Rebarcas, M.M.",,Scientific Paper
2456,Sobre aves de Puerto Deseado.,1917,"El Hornero, 1, pp. 8-16.","Doello-Jurado, M.",,Scientific Paper
2457,The penguins of erebus and terror gulf.,1894,"Proceedings of the Royal Physical Society of Edinburgh, 12, pp. 329-335.","Donald, C.W.",,Scientific Paper
2458,Ecological Adaptations for Breeding in Birds,1968,"London, Methuen, 409 pp.","Lack, D.L.",,Scientific Paper
2459,Aves: Aptenodytiformes,1921,"In: Diener, C. (ed.) Fossilium Catalogus.  Berlin, Junk, pp. 43-48.","Lambrecht, K.",,Scientific Paper
2460,Handbuch der Palaeornithologie,1933,"Berlin, 1024 pp.","Lambrecht, K.",,Scientific Paper
2461,Field notes on the birds of Chilli.,1897,"Ibis, Series 7 (3), pp. 297-317.","Lane, A.A.",,Scientific Paper
2462,"Beitrag zur haltung und aufzucht von konigspinguinen, aptenodytes Patagonica.",1976,"Zoologische Garten, Jena 46, pp. 377-382.","Lange, J.",,Scientific Paper
2463,Macquarie Island,1956,"The Australian National Antarctic Research Expedition Interim Report, 14, pp. 20-25.","Law, P.G., Burstall, T.",,Scientific Paper
2464,"Seals and birds killed and captured in the Antarctic Treaty Area, 1964-69.",1972,"Polar Record, 16, pp. 343-345.","Laws, R.M.",,Scientific Paper
2465,The significance of vertebrates in the Antarctic marine ecosystem,1977,"In: Llano, G.A. (ed.)  Adaptations within Antarctic ecosystems. Washington, D.C., Smithsonian Institution, pp. 411-438. ","Laws, R.M.",,Scientific Paper
2466,"Seals and birds killed and captured in the Antarctic Treaty Area, 1970-73.",1976,"Polar Record, 18, pp. 318-320.","Laws, R.M., Christie, E.C.",,Scientific Paper
2467,On birds and eggs from the Crozette Islands,1867,"Ibis, pp. 457-461.","Layard, E.L.",,Scientific Paper
2468,Thermoregulation et jeune chez le Manchot Empereur et le Manchot Royal ,1976,"These de 3eme cycle, Lyon.","Le Maho, Y.",,Scientific Paper
2469,The Emperor Penguin: a strategy to live and breed in the cold.,1977,"American Scientist, 65, pp. 680-693.","Le Maho, Y.",,Scientific Paper
2470,"Perte de poids, Materiaux Energetiques Plasmatiques et Glucagon au Cours du Jeune de Mue chez le Manchot Royal.",1976,"Journal of Physiology (Paris), 72, pp. 48A.","Le Maho, Y., Assan, R.",,Scientific Paper
2471,Economie de la Depense Energetique chez le Manchot Empereur et le Machot Royal.,1977,"Bulletin de la Société d'Ecophysiologie, 2, pp. 36-37.","Le Maho, Y., Barre, H., Cagnard, M., Despin, B.",,Scientific Paper
2472,Etude de la Thermogenese chez les manchots en Antarctique et Subantarctique,1974,"Journal of Physiology (Paris), 69, pp. 160A.","Le Maho, Y., Delclitte, P., Despin, B.",,Scientific Paper
2473,Reduction de la depense energetique au cours du jeune chez le Manchot Royal.,1976,"Comptes Rendus de l'Académie des Sciences, Paris 283, pp. 979-982.","Le Maho, Y., Despin, B.",,Scientific Paper
2474,Antarctic penguins: their strategy to live in the cold.,1980,"Proceedings of the XVII International Ornithological Congress, Berlin, pp. 1377.","Le Maho, Y., Despin, B.",,Scientific Paper
2475,Etude comparee de la croissance ponderale et du metabolisme energetique chez le Manchot Royal au cours du Jeune.,1975,"Journal of Physiology (Paris), 71, pp. 338A.","Le Maho, Y., Despin, B., Barre, H., Cagnard, M.",,Scientific Paper
2476,Adaptation au jeune chez le  Manchot Royal: comparaison avec le Manchot Pap ou et le Manchot Empereur.,1982,"Comité National Francais des Recherches Antarctiques, 51,  pp. 345-352.","Le Maho, Y., Despin, B., Geloen, A., Weimerskirch, H.",,Scientific Paper
2477,Importance of weight in thermoregulation of penguin.,1975,"Emu, 74, pp. 322.","Le Maho, Y., Despin, B., Mougin, J.L.",,Scientific Paper
2478,Influence du jeune sur la fontion thhyroidienne chez le Manchot Royal.,1978,"Journal of Physiology (Paris), 74, pp. 36A.","Le Maho, Y., Lachiver, F., Leloup, J., Horn, C., Belbeoc'h, B.",,Scientific Paper
2479,Influence du jeune sur l'activite fonctionelle de i'interrenal chez le Manchot Royal.,1978,"Journal of Physiology (Paris), 74, pp. 36A.","Le Maho, Y., Leloup-Hatey, J., Belbeoc'h, B., Hardy, A.",,Scientific Paper
2480,Catabolisme proteique et corticosterone au cours du jeune prolonge chez l'oie et le Manchot Royal,1981,Journal of Physiology (Paris).,"Le Maho, Y., Leloup-Hatey, J., Koubi, H., Van Dewasmes, G., Hardy, A.",,Scientific Paper
2481,Role des corticosteroides et des hormones thyroidiennes dans l'adaptation au jeune chez le Manchot Royal.,1982,"Comité National Francais des Recherches Antarctiques, 51,  pp. 3353-355.","Le Maho, Y., Leloup-Hatey, J., Leloup, J., Lachiver, F., Belbeoc'h, B.",,Scientific Paper
2482,A young king penguin at the Melbourne Zoo.,1902,"Emu, 2, pp. 26-27.","Le Souef, D.",,Scientific Paper
2483,The first New Zealand Gentoo: death by misadventure?,1973,"Nototnis, 20, pp. 281-283.","Leary, G., Darby, J.T.",,Scientific Paper
2484,The bacterial microflora in the digestive tracts of penguins and fishes from the Kerguelen Islands ,1977,"In: llano, G.A. (ed.)  Adaptations within Antarctic ecosystems. Washington, D.C., Smithsonian Institution, 793, pp. 569-578.","Lesel, R., Menet, J.P.",,Scientific Paper
2485,Ueber die Entwickelung des Schnabels Von Eudyptes Chrysocome ,1903,"Jenaische Zeitschrift für Naturwissenschaft, 37, pp. 41-82.","Lewin, M.",,Scientific Paper
2486,The nitrogen pathway in a Penguin Rookery.,1984,"Ecology, 65, pp. 269-277.","Lindeboom, H.J.",,Scientific Paper
2487,Distribution of sea birds of the Argentina coast and the feeding habits of the birds fauna in the Drake Passage and Scotia Sea.,1978,"Polskie Archiwum Hydrobiologii, 25, pp. 717-727.","Linkowski, T.B., Rembiszewski, J.M.",,Scientific Paper
2488,Care of penguins at San Diego Zoo.,1967,"International Zoo Yearbook, 7, pp. 37-39.","Lint, K.C.",,Scientific Paper
2489,Skuas,1971,"Nature, 233, pp. 627.","Llano, G.A., Johnstone, B.R.",,Scientific Paper
2490,Comparative syringeal anatomy of three Antarctic penguin species,1976,"Antarctic Journal of the United States, 11, pp. 64-65.","Lockner, F.R., Douglas, E.L., Murrish, D.E.",,Scientific Paper
2491,King Penguin egg washed ashore in Western Australia.,1976,"Western Australia Nature, 13, pp. 146.","Lodge, G.A.",,Scientific Paper
2492,Contributions to the fauna of South Georgia,1906,"Kongl. Svenska Vetenskaps-Akademiens Handlingar, 40.","Lonnberg, E.",,Scientific Paper
2493,Observations biologiques sur les oiseaux des Iles Kerguelen.,1915,"L'Oiseau et R.F.O., 4, pp. 153-156.","Loranchet, J.",,Scientific Paper
2494,On the primitive characters of penguins and their bearing on the phylogeny of birds.,1933,"Proceedings of the Zoological Society of London, pp. 433-538.","Lowe, P.R.",,Scientific Paper
2495,Some additional notes on miocene penguins in relation to their origin and systematics,1939,"Ibis Series, 14 (3), pp. 281-294.","Lowe, P.R.",,Scientific Paper
2496,The Outlying Islands of Macquarie Island,1978,"The Geographical Journal, 144, pp. 277-287.","Lugg, D.J., Johstone, G.W., Griffin, B.J.",,Scientific Paper
2497,Penguins north of the Polar Circle.,1955,"Norsk Hvalfangsttid, 44, pp. 95-100.","Lund, M.K.",,Scientific Paper
2498,Beobachtungen und Analysen Zum Futterwettlauf Bei Pinguinen,1983,"Zoologische JahrbücherAbteilungfürAllgemaine Zoologie und Physiologie der Tiere, 87, pp. 391-404.","Lundberg, U., Bannasch, R.",,Scientific Paper
2499,Manchots de l'Antarctique en Nouvelle Guinee.,1952,"L'Oiseau et R.F.O., 22, pp. 120-124.","Lysaght, A.",,Scientific Paper
2500,"Virus disease resembling puffinosis in the Gentoo Penguin (Pygoscelis Papua) on Signy Island, South Orkney Island.",1976,"British Antarctic Survey Bulletin, 26, pp. 80-82.","MacDonald, J.W., Conroy, J.W.H.",,Scientific Paper
2501,"The birds and seals of the bishop and clerk islets, Macquarie Island.",1968,"Emu, 67, pp. 241-245.","MacKenzie, D.",,Scientific Paper
2502,"Cephalopod beaks from the stomach of a Jackass Penguin, Spheniscus Demersus, Linnaeus.",1966,"Zoologica Africana, 2, pp. 27-30.","MacLean, G.L.",,Scientific Paper
2503,Beitrage zur entwichelung der wirbelsaule von eudyptes chrysocome,1902,"Jenaische Zeitschrift für Naturwissenschaft, 37, pp. 1-40.","Mannich, H.",,Scientific Paper
2504,Las bacterias del Antartico y su relacion con la Epoca del Ano.,1974,"Contribution del Institute Antarctico Argentino, 141, pp. 1-19.","Margni, R.A., Castrelos, O.D.",,Scientific Paper
2505,Estudios bacteriologicos del contenido gastrointestinal y cloacal de Pinguinos Antarticos,1967,"Contribution del Institute Antarctico Argentino, 102, pp. 1-19.","Margni, R.A., Castrelos, O.D., Herrera, M.E.",,Scientific Paper
2506,Acoustical signalisation of Penguins.,0,"Abstract in Biophon, 3 (2), pp.4.","Markov, V.I.",,Scientific Paper
2507,Underwater Acoustic Signals of the Golden-Haired Penguins.,1974,"Proceedings of the Vith All-Union Ornithological Conference Part 1, pp. 156-158.","Markov, V.I.",,Scientific Paper
2508,The Underwater sounds of the Macaroni Penguin,1977,"In: Ilichev, V.D. (ed.) Penguin Adaptations, Moscow, Nauka, pp. 111-121.","Markov, V.I.",,Scientific Paper
2509,Early Tertiary Penguin of New Zealand,1952,"New Zealand Geological Survey Paleontological Bulletin, 20, pp. 1-66.","Marples, B.J.",,Scientific Paper
2510,Fossil penguins from the mid signalisation of Seymour Island.,1953,"Falkland Islands Dependencies Survey Scientific Reports, 5, pp. 1-15.","Marples, B.J.",,Scientific Paper
2511,A Fossil Penguin from the late tertiary of North Canterbury.,1960,"Records of Canterbury Museum, 7, pp. 185-195.","Marples, B.J.",,Scientific Paper
2512,Observations on the History of Penguins.,1962,"In: Leeper, G.W. (ed.)  The Evolution of Living Organisms, Melbourne, Melbourne University Press, pp. 408-416.","Marples, B.J.",,Scientific Paper
2513,"A Fossil Penguin Bone from Kawhia, New Zealand",1963,"New Zealand Journal of Geology and Geophysics, 6, pp. 189-192.","Marples, B.J., Fleming, C.A.",,Scientific Paper
2514,On Some Necessary Alterations in the Nomenclature of Birds.,1910,"Novitates Zoologicae, 17, pp. 492-503.","Mathews, G.M.",,Scientific Paper
2515,Notes on Penguins.,1934,"Bulletin of the British Ornithologists Club, 55, pp. 74-75.","Mathews, G.M.",,Scientific Paper
2516,Notes on the nomenclature of penguins.,1935,"Bulletin of the British Ornithologists Club, 55, pp. 101-102.","Mathews, G.M., Iredale, T.",,Scientific Paper
2517,"Rockhopper Penguin (Eudyptes Chrysocome) Record at Palmer Station, Antarctica.",1982,"Auk, 99, pp. 384.","Matthew, K.",,Scientific Paper
2518,Penguin.,1977,"London, Peter Owen Ltd.","Matthews, L.H.",,Scientific Paper
2519,Antarctica's Nearer Side.,1971,"National Geographic, 140, pp. 622-655.","Matthews, S.W., Curtsinger, W.R.",,Scientific Paper
2520,"Ecological Studies of Southern Black-Backed Gulls, Blue Eyed Shags and Adelie Penguins at Palmer Station.",1980,"Antarctic Journal of the United States, 15 (5), pp. 157.","Maxson, S.J., Bernstein, N.P.",,Scientific Paper
2521,Australian Specimen of a Magellanic Penguin.,1980,"Emu, 80, pp. 40.","McEvey, A.R.",,Scientific Paper
2522,"Fossil Penguin Bones from Macquarie Island, Southern Ocean.",1974,"The Proceedings of the Royal Society of Victoria , 86, pp. 151-174.","McEvey, A.R., Vestjens, W.J.M.",,Scientific Paper
2523,"Additions to the Birds of King Island, Bass Strait.",1974,"Emu, 74, pp. 91-96.","McGarvie, A.M., Templeton, M.T.",,Scientific Paper
2524,Roberts Birds of South Africa Cape Town.,1978,"John Voelcker Bird Book Fund, 660 pp.","McLachlan, G.R., Liversidge, R.",,Scientific Paper
2525,Distribution del agua en el Pinguino Papua,1970,"Contribution del Institute Antarctico Argentino, 127, pp. 3-10.","Meija, R.H., Pinto, J.E.B.",,Scientific Paper
2526,La funcion circulatoria en el Pinguino Papua (Pygoscelis Papua).,1970,"Contribution del Institute Antarctico Argentino, 128, pp. 1-14.","Meija, R.H., Pinto, J.E.B.",,Scientific Paper
2527,The fleas of seabirds in the Southern Ocean.,1952,"The Australian National Antarctic Research Expedition Report, Series B, 1,  pp. 1-11.","Meillon, B.",,Scientific Paper
2528,Histological structure of the long bones of Penguins.,1962,"Anatomical Record, 143, pp. 377-387.","Meister, W.",,Scientific Paper
2529,Vergleichende osteologie der pinguine in anwendung zur haupteintheilung der vogel,1887,"Bulletin de la Société Impériale des Naturalistes de Moscou, 3, pp. 483-587.","Menzbier, M.",,Scientific Paper
2530,Pied and Isabelline Royal Penguins ,1983,"Discovery, 12, pp. 26-28.","Merilees, W.",,Scientific Paper
2531,A Record of the Macaroni Penguin for Australian Antarctica.,1970,"Emu, 70, pp. 88.","Merilees, W.J.",,Scientific Paper
